"","Gene","control_1","control_2","control_3","RNAi_1","RNAi_2","RNAi_3"
"2464","CG5704",59,54,92,124,79,113
"2465","ADD1",6068,4941,5763,4872,3929,3778
"2466","hang",15831,13579,16205,14376,11798,10305
"2467","Pisd",2360,1868,2812,2952,2703,3159
"2468","CG8677",12561,10221,11564,11122,8773,7869
"2469","Hmg-2",467,397,494,462,354,465
"2470","Fie",453,412,802,656,618,817
"2471","CG5707",55,36,70,56,65,58
"2472","Axn",3740,3506,4242,3599,3263,2985
"2473","Apc2",2885,2268,2574,1977,1375,1441
"2474","Adk3",1855,1701,1890,1747,1419,1799
"2475","α-Man-IIb",3170,2539,3392,4679,3770,3768
"2476","Taz",1052,801,1093,1500,1121,1225
"2477","tacc",13175,11084,14103,11352,8835,9205
"2478","nes",2448,2043,2344,2437,1840,1855
"2479","Cog2",2048,1855,2178,1723,1269,1401
"2480","MagR",535,567,595,534,375,640
"2481","IntS4",3810,3311,3787,2867,2130,2438
"2482","Pop1",2309,2012,2251,1513,1127,1301
"2483","Prp16",7777,5963,7260,5333,4193,4296
"2484","Agpat2",847,586,881,659,503,650
"2485","fat-spondin",940,1098,1202,4199,2806,3102
"2486","drosha",3273,2790,3705,2709,2300,2064
"2487","CG6171",1554,1267,1525,1033,646,1405
"2488","CG7857",1053,947,1067,1002,684,1095
"2489","mRpL18",830,685,874,742,469,918
"2490","Ype",1146,1006,1219,1254,1021,1606
"2491","XRCC1",2384,2067,2530,1768,1392,1718
"2492","Ugt37C1",4,8,8,0,2,1
"2493","Ugt37B1",1,0,2,0,1,0
"2494","Ugt37A1",5,8,2,10,2,5
"2496","Trap1",5411,4450,5412,4334,2963,3333
"2497","Rad23",7165,6503,8018,7456,5661,8395
"2499","Nhe1",1084,902,1239,1439,1230,1191
"2500","Tdg",11085,10003,12818,10573,8999,8019
"2501","CG14777",80,65,101,96,87,117
"2502","MED18",1807,1588,1812,1417,1043,1672
"2503","CG13358",27,24,33,16,10,17
"2504","CG11403",3799,3078,3586,2459,1766,2178
"2506","CG13364",4423,4049,5005,4460,2791,10774
"2507","STUB1",1779,1460,1916,1648,1252,2208
"2508","CSN5",5015,3917,4761,4088,3013,4728
"2509","CSN4",3872,3511,3956,3116,2228,3348
"2510","CSN3",4079,3523,4316,3774,2848,3402
"2511","CSN1b",3605,3289,3697,3320,2452,2991
"2512","Eb1",15255,14012,16607,13450,9822,13524
"2513","Ugt36E1",49,29,48,89,85,98
"2514","Ugt49B1",96,60,171,73,83,60
"2515","Ugt36F1",0,0,0,1,0,0
"2516","ValRS",11244,9321,10326,8041,6214,6210
"2517","TyrRS",6248,4666,5573,5132,3903,5172
"2518","ThrRS",25018,22602,24990,18577,13431,16131
"2519","ProRS-m",878,779,954,721,493,778
"2520","MetRS-m",1093,864,1186,1140,931,1049
"2521","LysRS",14276,12491,15147,10474,8076,9799
"2522","LeuRS-m",2027,1643,1903,1884,1238,1360
"2523","IleRS",24369,24360,31182,14351,10282,11540
"2525","GlyRS",13951,10425,11340,11163,8273,8980
"2526","GlnRS",4690,3982,4839,3802,3050,3285
"2527","CysRS",3662,3098,4173,3704,2611,3142
"2528","ArgRS",6069,5699,7013,4500,3299,4357
"2529","AlaRS",16198,14750,16967,13627,10293,11120
"2530","Manf",3054,2557,3195,3339,2346,6175
"2531","Dyrk3",5183,4251,5302,6037,4729,5004
"2532","Inx7",11,9,27,18,13,18
"2533","Inx6",0,0,1,3,0,0
"2534","Inx2",17106,13021,15576,13617,11298,11065
"2535","NPF",16,17,100,6,30,22
"2536","miple1",8926,7600,11221,12867,11100,13504
"2537","Kmn1",1780,1224,1285,1068,1071,1479
"2538","l(1)G0196",7592,6721,9374,6501,6297,5715
"2540","Gmap",1177,1140,1412,1425,1182,1179
"2541","Idh3a",8448,6772,9657,8427,7355,7311
"2542","temp",1349,1014,1704,976,788,958
"2543","CCT6",19888,15871,17837,15316,12194,12924
"2544","l(1)G0020",5415,4654,4987,3583,2745,2619
"2545","l(1)G0004",1553,1403,1604,1072,744,1364
"2546","Rip11",4008,3438,4406,3835,3370,3091
"2547","Kap-α3",13299,10818,12444,13625,11133,11896
"2548","jim",4757,4502,6456,9027,9716,8249
"2549","fz4",813,718,811,712,607,536
"2550","fz3",555,521,492,535,512,534
"2551","bgm",22,43,122,113,185,115
"2552","Amph",1338,1138,1636,1157,956,954
"2554","Tim8",2220,1820,2286,1949,1296,3082
"2556","Stam",5070,4486,4890,10195,8124,7485
"2557","Six4",17,34,56,29,49,25
"2558","RecQ5",4027,3118,3889,2489,1952,2197
"2559","rha",9,6,11,57,19,5
"2560","MRG15",2677,2326,2673,1966,1502,2044
"2561","Dnz1",1863,1535,2031,2034,1597,1878
"2562","D12",2581,2255,2585,1666,1218,1295
"2563","Cdk5α",1857,1596,2852,3946,3675,3655
"2564","wdb",19942,15945,19696,17956,13967,13291
"2565","AdSS",7118,6060,7152,5693,4657,5435
"2567","Smyd4-4",6419,5769,6281,4762,3662,3893
"2568","εCOP",2555,2193,2496,2531,1702,3947
"2569","Madm",3358,2881,3679,3573,3008,3223
"2571","wde",9669,8276,10768,8310,6705,6489
"2572","spd-2",5963,5279,6166,3564,2600,2746
"2573","CG11970",6491,5679,6508,4687,3709,3513
"2575","Rab3-GAP",1105,978,1276,1580,1189,1162
"2576","EDTP",3452,2878,3497,2756,2288,2206
"2577","CG1344",4427,3263,4323,3531,2692,3209
"2578","Tnks",6720,4948,5648,5994,4298,4173
"2579","TBCD",2929,2286,2753,3358,2655,2659
"2580","CG10254",2930,2617,3296,3298,2480,2316
"2581","ana2",1090,978,1143,659,518,609
"2582","CG1024",1963,1768,2107,1478,1071,1092
"2583","CG7115",1633,1353,1725,1863,1397,1497
"2584","Wdr24",1713,1390,1656,1134,865,917
"2585","CG3679",2640,2054,2610,1506,1086,1078
"2586","CG3909",1705,1499,1753,1489,973,2202
"2587","LTV1",9572,7189,8446,4962,3956,4427
"2588","Ublcp1",2124,1882,2259,1928,1369,1796
"2589","Osi6",15,8,9,4,5,6
"2590","goe",2287,1971,2485,1729,1747,1384
"2591","tapas",4074,3267,4386,5641,4746,4492
"2592","CG7139",4963,4087,4747,3711,2980,3005
"2593","botv",1239,1150,1394,1442,1211,1169
"2594","Nup93-1",10613,8480,9709,6810,4844,5460
"2595","β4GalNAcTA",667,607,827,759,625,718
"2596","lili",4207,4043,4623,3076,2160,2741
"2598","CG4766",271,306,394,765,806,762
"2599","CG1927",1330,1178,1711,1359,1278,1920
"2600","nito",6674,5755,6356,5431,4568,4167
"2601","Nulp1",4054,3243,4070,3413,2917,2756
"2602","CG6495",1012,965,1473,2347,2148,2104
"2603","CG10863",407,342,639,705,727,948
"2604","NELF-B",2305,2048,2344,1609,1260,1501
"2605","CG8042",1615,1382,1691,1740,1513,1631
"2606","CG4928",150,148,386,247,255,660
"2607","Pgant3",2216,1822,2095,2061,1624,1788
"2608","Tps1",145,338,614,302,636,330
"2609","CG18659",4090,3491,4116,4108,3587,3308
"2610","CG10345",17,9,17,15,14,13
"2611","CG9631",5,8,2,13,12,9
"2612","CG3149",928,864,995,848,689,903
"2613","CG5498",2649,2465,2653,1759,1195,1929
"2614","Ciz1",20644,17950,21084,18589,15365,14258
"2615","Cand1",9327,7449,8728,8940,6923,6532
"2616","cert",3190,2523,3531,3369,2739,3078
"2617","Nep2",272,288,370,518,464,522
"2618","ACOX1",1023,941,1190,1315,1162,1315
"2619","CG5815",1714,1414,1689,1412,1063,1109
"2620","GABA-B-R2",3363,2853,4580,5316,5292,4914
"2622","mino",2798,2444,3017,2096,1573,1721
"2623","PCB",7187,5552,8146,7067,7660,6106
"2624","CG6191",141,92,150,69,88,72
"2625","CG6230",4586,3809,4344,4542,3501,3283
"2626","CG7601",664,601,796,629,434,726
"2627","CG4757",3,2,5,9,4,1
"2628","CG8740",662,549,904,941,787,580
"2629","CG5867",653,590,1264,444,317,845
"2630","Prp4k",3843,3608,3915,3213,2513,2643
"2631","GCS2α",12351,10454,14142,18485,16816,15306
"2632","CG1688",301,279,425,1027,875,787
"2633","GstE12",1814,1478,2531,2193,2003,3173
"2634","MED15",5092,4422,5531,4652,3502,3607
"2635","drpr",5024,4282,5419,7242,5817,5431
"2636","Kank",1373,1103,1853,1332,1231,1168
"2637","CG17712",780,687,808,913,711,949
"2638","cindr",6104,5090,6595,5392,4359,4128
"2639","CG2790",1879,1620,2041,1413,1134,1123
"2640","obst-B",175,170,174,189,181,179
"2641","pdgy",2138,1887,2409,3445,2921,2997
"2642","CG8611",3854,3488,3693,2741,2174,2296
"2643","Ulp1",12613,10490,12401,11720,9025,8490
"2644","CG8230",4017,3462,4121,4037,3241,3355
"2645","CG2082",1691,1460,2553,1651,1220,1548
"2646","morgue",1239,970,1197,1157,995,1021
"2647","Dic1",3298,2585,4547,2092,1656,2329
"2648","LManII",2607,2249,3203,7859,7592,5784
"2649","OXA1L",1877,1680,1936,1523,1163,1478
"2650","Ythdc1",13120,11514,15313,11343,9047,10064
"2651","CG5808",748,668,871,526,401,550
"2652","eIF3j",7372,6089,7128,6413,4506,7649
"2653","Acf",14141,12195,14050,6549,5034,4667
"2655","jdp",899,691,1546,1103,1130,1162
"2656","htt",4989,4351,5383,4834,4018,3609
"2657","glob1",382,492,935,816,629,1248
"2658","blot",7685,6302,7402,4585,3433,3505
"2659","VhaSFD",5858,4907,7047,6910,5851,6362
"2660","Aasdh",1151,939,1280,995,742,749
"2661","SMC2",9837,8904,10143,6361,4565,4488
"2662","Prp18",695,712,785,632,482,725
"2664","Mtch",7615,6183,7575,6271,4571,5824
"2665","Hey",110,134,118,330,238,240
"2666","GV1",122,139,134,369,252,236
"2667","O-fut2",957,894,1466,949,810,1189
"2668","CG14787",159,154,263,187,221,411
"2669","Lrpprc2",2532,2341,3381,2068,1726,1660
"2670","CG14785",268,266,418,265,209,216
"2671","Dp1",13917,12338,14116,16852,15473,12959
"2672","Dgp-1",10479,14204,16782,4732,3356,5444
"2673","CstF64",1993,1849,2133,1542,1192,1633
"2674","CAH2",449,314,480,1373,1042,1162
"2675","CAH1",403,258,417,432,346,511
"2676","Ogg1",537,460,571,477,444,639
"2677","Tsp96F",3083,2763,3366,3187,2364,2858
"2678","CG9776",10219,8535,10365,7707,6157,6279
"2679","Nup107",6951,5334,5893,4732,3510,4099
"2680","rdgBβ",1250,1089,1305,865,624,920
"2681","Cpsf100",2651,2343,2554,2150,1655,2018
"2682","ball",9948,7787,9230,5535,4055,4236
"2683","PolD2",2394,2055,2493,1572,1054,1697
"2684","NimB1",114,71,224,113,146,130
"2686","Akap200",46914,41368,44873,60853,46006,50291
"2688","ppl",2225,1961,2574,1900,1493,2184
"2689","msps",25337,21790,25953,21087,16374,15794
"2690","msb1l",6830,6441,7240,3837,2668,3487
"2691","MBD-like",3148,2936,3564,2819,1912,2962
"2692","MTA1-like",12073,9890,11306,10908,8512,8200
"2693","ric8a",1190,1026,1170,1209,833,1025
"2694","Pdha",4152,3335,4470,4432,3588,4386
"2695","l(1)G0320",10020,8527,9994,10371,8397,9441
"2696","l(1)G0289",4191,3863,5115,7376,6917,6018
"2697","Ptpmeg2",4694,4034,4791,5629,4532,4810
"2698","ATPsynδ",8109,6407,8878,7338,5057,10560
"2699","Ankle2",12805,9191,10495,10641,7981,7695
"2700","Cdc7",2755,2467,3022,2552,2294,2013
"2701","kirre",409,379,612,822,806,755
"2702","kek3",480,422,803,948,916,718
"2703","jbug",1064,966,1275,1122,1200,877
"2704","Kpc2",1693,1340,1517,1748,1282,1491
"2706","heix",966,842,968,1190,934,1028
"2708","fan",5,11,18,40,8,7
"2709","fal",811,748,984,757,624,671
"2710","Decay",27,56,83,30,81,59
"2711","cyp33",1839,1601,1902,1511,1002,1862
"2712","chm",2701,2345,2618,2593,2044,2067
"2713","CG17834",136,108,153,268,239,295
"2714","TotA",227,339,887,919,1579,1677
"2715","Tob",460,349,736,435,376,341
"2716","Taf10",1155,1054,1254,1046,753,1212
"2717","Serinc",5221,4139,5252,6486,5405,5702
"2718","Syt4",3627,3185,5088,8408,8377,7644
"2719","Polr3E",2135,1801,2210,1999,1510,1782
"2720","Drep4",206,158,193,187,135,155
"2721","Drep3",478,508,510,2866,1968,2608
"2722","Drep2",1386,1182,2165,2906,2949,2588
"2723","Pk34A",3,2,1,7,2,2
"2724","Nxt1",2432,1911,2310,1793,1050,3326
"2729","Kap3",2100,1799,2342,4031,3466,3249
"2730","GluRIID",9,13,25,34,17,26
"2732","JhI-21",19243,23219,29869,8705,5517,7298
"2733","RNaseZ",3288,3583,4410,2012,1392,1815
"2734","Ilk",1421,1174,1616,1541,1160,1493
"2735","I-2",2933,2732,3244,2446,1778,2516
"2736","He",210,177,461,619,564,1884
"2737","Ercc1",785,685,892,584,415,849
"2738","ECSIT",909,711,878,743,501,824
"2739","Ube4A",2583,2103,2657,2793,2267,2062
"2740","rtet",1006,899,1066,897,697,966
"2741","Nab2",4911,4150,4938,4200,3257,3383
"2742","Non1",84543,62539,70477,43705,32062,34282
"2743","CG4119",8440,6559,7776,7090,5435,5482
"2744","Hrd3",3183,2772,3203,3375,2583,2761
"2745","Usp1",3520,2910,3681,3184,2734,2571
"2746","Mtpα",6317,5152,6281,7867,6240,6609
"2747","CG17841",4224,3601,4500,3483,2590,3358
"2748","CG4341",2096,1847,3301,5361,5403,4461
"2749","bdl",1487,1073,1880,2781,2393,2444
"2750","Ack",3486,3561,4443,3019,2306,2378
"2751","f-cup",1116,878,1074,943,721,772
"2752","CG31705",10941,8570,14101,18519,15158,15001
"2753","CG2930",36,49,97,169,108,165
"2755","CG30116",1153,965,1972,1511,1613,1240
"2756","Mtmr6",3558,2932,4040,3794,3424,3183
"2757","CG7985",1115,1062,1267,1399,1141,1611
"2758","Rich",2827,2234,2840,2789,2200,2183
"2759","CG12182",982,843,1157,733,563,587
"2760","CG4455",3759,3177,3803,2262,1646,1936
"2761","CG3793",1913,1629,2054,1858,1565,1813
"2762","CenG1A",8429,7869,8693,5700,4624,4224
"2765","EndoGI",2779,2275,2817,2711,2050,2899
"2766","ZnT35C",4,3,116,28,11,15
"2768","CG18480",2,0,43,6,3,1
"2769","CG4891",0,0,2,12,0,0
"2770","CG5888",1889,1745,1977,5427,3757,6006
"2771","c(2)M",107,102,69,39,31,70
"2773","CG18507",185,209,207,222,255,196
"2774","mTTF",1097,987,1257,978,721,1074
"2779","CG31775",0,0,0,1,2,0
"2780","Sec71",3506,2814,3604,3478,2954,2512
"2781","Eato",5283,4771,5759,7109,5692,5448
"2782","CG9008",281,256,360,512,505,531
"2783","TM9SF4",3920,3102,3823,4740,3842,3937
"2784","NimB4",368,298,705,415,732,480
"2785","NimB2",310,540,862,436,836,608
"2787","ics",761,721,1006,1404,1174,1447
"2788","Atf3",1202,951,1753,1363,1423,1107
"2789","γSnap1",161,123,171,144,119,209
"2790","x16",7812,7138,8278,7303,5161,7403
"2792","sut3",19,8,19,14,11,17
"2793","sut2",277,266,384,197,149,244
"2794","sut1",816,703,1047,627,576,579
"2796","robl37BC",7,2,10,7,7,8
"2797","robl22E",0,1,0,4,0,0
"2798","qtc",648,640,1176,1145,1122,1087
"2799","prc",4,7,24,20,15,17
"2800","hfp",14606,13894,16879,11938,9631,10039
"2801","phtf",2120,1844,2411,2355,1776,1759
"2803","lqf",4341,4033,4968,10269,7706,8774
"2804","lcs",0,11,0,3,2,0
"2805","qsm",407,327,461,725,590,660
"2806","beat-Ic",435,321,647,877,857,684
"2807","beat-Ib",522,468,921,899,936,873
"2808","aralar1",2458,2114,2748,1999,1598,1789
"2809","CG11902",1587,1295,1741,1461,1209,1063
"2810","mRpL50",1137,1077,1273,989,696,1085
"2811","Adat1",318,288,357,255,179,263
"2812","VhaPPA1-1",4069,3479,5104,5824,4843,6017
"2813","VhaM9.7-b",2335,2125,2981,2970,2175,6168
"2815","Vha16-3",0,0,0,7,0,1
"2818","Vha100-2",2635,2027,3331,2766,2382,2163
"2819","Vha100-1",8190,6913,9898,12580,11151,10607
"2820","Sur",270,201,301,416,349,324
"2821","spt4",1306,1193,1435,1123,720,3148
"2822","Rpt5",6648,5748,6664,7428,5530,7237
"2823","Rpt4",7591,6246,7152,8326,6779,7480
"2824","Rpt3",10082,8695,10168,10295,8097,10053
"2826","Rpn7",5512,4326,4732,5978,5034,5803
"2827","Rpn6",10740,9217,10476,10960,8479,9790
"2828","Rpn5",11584,9748,10944,11839,9277,11849
"2829","Rpn9",8344,6432,7383,8956,6593,9890
"2830","Rpn2",15771,12985,14568,17273,14513,12836
"2831","Rpn12",4898,4065,4666,5149,3890,6149
"2832","Rpn11",9607,8330,9484,10460,7586,12046
"2833","Rpn1",12356,10444,11667,15311,12675,12272
"2834","RpL15",82363,75250,95505,63472,41339,131857
"2835","Rh50",591,508,723,946,828,1043
"2836","RfC38",1974,1670,1847,1484,964,1487
"2837","Nhe3",3820,3190,4283,5464,4768,4766
"2838","Nckx30C",4688,3930,7738,7105,7183,5995
"2839","Mt2",654,596,704,424,299,551
"2840","Mst85C",1639,1227,1541,1316,1014,1513
"2841","Lnk",3662,3429,4071,3245,2592,2586
"2842","Fmr1",11583,9902,11049,13330,10526,9838
"2843","eEF1β",41720,33818,44929,32461,23129,44420
"2845","CG6362",29,16,28,13,20,10
"2847","Dhit",513,480,856,1050,1048,948
"2848","CG5033",8033,6712,7622,5418,3936,4198
"2849","CG18508",303,232,332,455,381,582
"2850","Doc1",46,36,55,48,47,22
"2851","Cmpk",3967,3364,4958,4155,3203,6096
"2852","CSN7",4359,3594,4170,3915,2845,4056
"2853","CSN6",2488,2186,2529,2241,1795,2381
"2854","CSN1a",0,0,0,5,0,0
"2855","jhamt",4,6,0,5,2,1
"2856","CG15283",2,3,4,10,2,1
"2857","CG9014",0,0,1,31,0,0
"2859","CG15260",0,0,0,20,1,0
"2860","CG15262",0,1,0,7,0,0
"2861","CG15263",0,0,0,0,1,0
"2862","CG15282",10,20,15,42,26,65
"2865","CG10839",0,0,1,9,0,0
"2866","dao",433,400,654,929,882,809
"2867","stol",1010,948,1749,1822,1766,1520
"2869","CG18420",0,1,1,6,1,2
"2870","CR15280",0,1,0,1,0,0
"2871","CG4701",0,0,1,35,0,0
"2872","CG4691",4,2,3,74,0,1
"2873","Cpr35B",3,2,6,4,7,4
"2874","CG18095",4,4,6,40,4,6
"2875","nAChRα5",4234,4137,6944,4324,4004,3469
"2876","CG15269",3,1,0,1,2,3
"2877","CG15270",1189,1165,1995,2139,2215,1832
"2878","CG15256",1,0,0,15,0,1
"2880","CG4892",0,0,0,2,2,1
"2881","CG15279",24,16,45,53,42,74
"2883","CG4168",540,478,894,1044,1119,796
"2885","CG4161",10,4,13,18,3,7
"2886","CG31819",1,0,0,18,0,1
"2887","GMF",1570,1330,1630,1656,1148,3108
"2888","CG17328",418,331,438,342,278,258
"2889","CG17329",21,19,19,20,12,13
"2890","CG4935",508,438,529,396,308,415
"2891","CG31817",264,218,315,176,158,125
"2892","CG18518",0,0,0,12,0,2
"2893","t-Grip91",1,0,2,29,1,0
"2894","Tektin-A",0,1,1,24,2,0
"2895","CG13243",0,1,0,19,0,0
"2900","CG3473",0,0,1,8,1,0
"2901","CG33090",984,810,1705,1373,1341,1172
"2902","CG16865",962,941,1304,704,478,945
"2904","NC2β",878,814,909,691,528,763
"2905","CG16863",436,371,462,509,377,391
"2906","CG16890",670,568,717,604,413,571
"2907","CG7653",0,0,0,2,1,0
"2908","NimB5",73,96,189,124,201,153
"2910","NimC2",146,237,125,865,1478,708
"2911","Cyp28a5",1337,1406,2123,372,376,449
"2915","Semp1",0,0,0,1,0,0
"2916","CG7631",1,2,1,0,2,1
"2917","Or35a",0,0,1,2,2,4
"2919","CG15253",0,0,2,0,0,0
"2920","CG15254",2,1,2,0,0,1
"2921","CG15255",0,4,9,1,0,0
"2922","Kebab",683,637,782,433,307,391
"2923","CG14478",11449,9542,11275,9566,8591,7230
"2925","mthl3",514,443,791,945,825,1176
"2926","AlaRS-m",1452,1103,1575,1703,1351,1382
"2927","Or49b",4,2,6,11,5,8
"2928","CG9933",2281,2004,2334,1800,1328,1492
"2929","γCOP",5286,4525,5186,6214,5004,5321
"2930","δCOP",6942,5562,6639,6410,5057,6207
"2931","RabGGTb",1892,1670,2154,2524,1900,3234
"2932","trbl",3014,2626,2940,1828,1455,1496
"2933","tio",2449,1844,2552,3671,3107,2725
"2934","tant",1796,1679,1813,1644,1229,1557
"2936","Spt6",13840,11830,13108,11990,9403,9164
"2937","Spn55B",1169,1015,1258,1183,999,1327
"2938","Spn88Ea",2363,2157,2604,3355,2743,3397
"2939","Spn38F",1,0,0,0,1,1
"2940","Spn28F",0,0,1,1,0,0
"2941","Spn42Dd",122,116,148,122,124,113
"2944","sds22",3163,2296,2931,2585,1997,2530
"2945","onecut",9318,6948,9256,10123,8140,8157
"2946","nmdyn-D7",847,697,766,609,456,621
"2947","nerfin-1",2310,2410,2183,6893,4969,4782
"2948","miple2",1964,1744,2026,1920,1509,1703
"2949","mab-21",681,781,1055,2028,1835,1906
"2950","Smurf",6772,5709,6520,5332,4365,3883
"2951","Dd",2850,2641,2999,2374,1892,2144
"2952","icln",3582,2969,3211,2930,2007,2902
"2954","disp",1752,1644,1965,3067,2467,2244
"2955","Chs2",2,2,5,7,4,1
"2956","ced-6",1879,1810,2294,3931,3398,3758
"2957","cathD",13022,11560,13969,27468,22286,30296
"2958","asf1",6051,5742,7354,4653,2751,6135
"2959","aru",527,490,585,564,520,419
"2960","α-Catr",830,712,1196,1538,1518,1509
"2961","Uba2",24818,21256,24520,16694,12362,14655
"2962","Tollo",1759,1416,1742,1976,1648,1310
"2963","Surf1",466,357,511,378,282,602
"2964","ScsβG",2023,1856,2433,2823,2196,3048
"2965","Sras",360,310,417,558,397,584
"2966","SoxN",15918,13735,16449,9950,8068,7629
"2967","Debcl",325,253,385,428,391,384
"2968","REG",17706,14846,18290,13194,8752,17853
"2969","Prosβ5",7241,6097,6533,8737,6201,13758
"2970","Patsas",280,244,344,327,267,316
"2971","NtR",289,284,557,839,722,826
"2972","NHP2",7978,6906,8096,5536,3289,7698
"2973","Mkrn1",4299,3432,4264,3700,2844,3254
"2976","Men-b",9441,7893,10879,7434,5399,6451
"2977","ssh",5957,5101,6032,6341,5220,4738
"2978","Las",770,656,865,615,519,837
"2979","slmo",32,32,26,21,27,22
"2980","Hml",3662,2608,7052,3133,5443,2915
"2982","Fad2",36,25,29,15,6,8
"2983","Fkbp59",13446,11068,13522,11995,8822,13549
"2984","sotv",1050,889,1248,1429,1202,1324
"2985","eEF1γ",92990,74575,90818,77967,59351,67547
"2986","Crtp",0,0,0,33,0,0
"2987","Coq7",11,20,16,15,4,5
"2988","mora",1834,1545,1619,1623,1332,1669
"2989","CHES-1-like",1147,1119,1597,1319,1235,1066
"2990","Tsp42Ee",20980,17384,22699,21032,15507,23558
"2991","Tsp42Ed",27,65,91,131,119,132
"2992","Tsp42Ea",105,65,90,87,75,93
"2993","Aos1",10547,9073,11241,7413,4856,9619
"2998","CR18275",329,302,282,231,207,237
"2999","CG3176",46,41,50,44,33,38
"3000","CG18273",6763,5656,6268,4816,3570,3495
"3001","CR18166",482,415,540,460,358,412
"3002","CG13365",551,497,615,477,358,700
"3003","CG13362",23,18,24,10,23,10
"3007","CG14631",0,0,0,2,0,0
"3008","CG11381",5,8,5,8,5,4
"3009","CG14770",16,21,25,21,5,18
"3010","CG14778",87,88,86,89,67,106
"3012","CR14798",475,420,555,313,202,642
"3015","Coa8",774,737,921,785,598,1363
"3016","CG14054",27,22,26,22,10,14
"3018","CG14052",1,1,3,8,12,18
"3019","CG3091",322,191,405,256,295,346
"3020","eIF3g1",12714,10306,12113,9581,6759,10970
"3043","CG2875",3431,2969,3340,2453,1844,2115
"3044","HIP-R",2285,1943,2239,2028,1391,1850
"3046","CG15239",11,8,3,13,11,8
"3047","CG2938",1916,1726,2296,2951,2415,2343
"3048","Glos",784,637,804,646,460,528
"3049","Vap33",21830,18995,23428,20105,15491,16241
"3050","lva",7789,6577,8185,7166,5954,5163
"3051","CG6428",777,709,828,644,626,537
"3053","Cmtr1",3110,2760,3202,3050,2248,2842
"3054","CG15375",15,9,8,8,9,6
"3056","CG15570",3,2,7,2,1,2
"3057","CG15576",1,0,0,9,0,0
"3058","CG12691",0,0,2,5,3,4
"3059","CG15572",1,2,0,21,0,0
"3060","CG12692",0,0,3,18,2,1
"3062","CG3626",1657,1345,1803,1330,1039,1071
"3074","mRpL30",2653,2187,2808,2470,1674,3650
"3076","CG3009",687,566,1422,526,526,745
"3077","CG7024",9,23,29,43,30,39
"3078","Proc-R",992,710,1622,379,413,445
"3079","CG15472",0,0,0,5,2,0
"3080","CG2871",5,1,2,17,4,16
"3081","CG15471",1,1,2,1,0,0
"3082","CG6978",2,0,3,5,0,3
"3083","CG2861",84,55,69,49,41,50
"3086","CG6927",7,11,14,6,14,14
"3087","CG4041",3640,3039,3712,3240,2547,2768
"3088","CG6903",2696,2601,3049,1995,1492,2016
"3094","CG17764",40,38,49,33,25,27
"3095","TrxT",3,8,2,60,3,8
"3096","CG4198",2,0,1,38,1,0
"3097","CG15930",64,71,51,51,48,76
"3098","Sas10",3763,3502,3866,2307,1611,2271
"3099","CG3309",598,548,595,585,476,488
"3100","SK",1936,1656,3405,3195,3256,2468
"3101","NAAT1",8,48,13,5,15,9
"3102","Usp16-45",5926,5245,5792,6139,4671,4982
"3103","CG16756",14,10,12,22,13,10
"3104","CG15784",1012,750,961,673,771,815
"3105","SPR",303,269,322,1090,989,846
"3106","frma",1,0,0,1,1,4
"3107","CG4151",7,0,0,0,1,0
"3108","CG12730",450,355,536,481,386,590
"3109","RhoGAP5A",2162,1854,2465,1773,1334,1772
"3110","Sirt4",28,28,35,24,18,44
"3111","RpL35",78165,68553,81474,63210,41580,92173
"3112","PGAP1",1467,1375,1497,1674,1336,1336
"3113","AdamTS-B",1041,861,1398,984,908,867
"3115","Rtel1",2541,2261,2607,1885,1356,1520
